ㄧㄐㄉㄒ 一家大小
ㄧㄐㄗ 一家子
ㄧㄐㄗ 一家子
ㄧㄒ 一宿
ㄧㄒ 一宿
ㄧㄒ 一寫
ㄧㄒ 一寫
ㄧㄒㄔ 一寫出
ㄧㄒㄔ 一寫出
ㄧㄒㄉ 一寫到
ㄧㄒㄉ 一寫到
ㄧㄅ 一寶
ㄧㄅ 一寶
ㄧㄘ 一寸
ㄧㄘ 一寸
ㄧㄘㄍㄧㄧㄘㄐ 一寸光陰一寸金
ㄧㄘㄍㄧㄧㄘㄐ 一寸光陰一寸金
ㄧㄘㄍㄧㄧㄘㄐ 一寸光陰一寸金
ㄧㄘㄍㄧㄧㄘㄐ 一寸光陰一寸金
ㄧㄈ 一封
ㄧㄈ 一封
ㄧㄈㄒ 一封信
ㄧㄈㄒ 一封信
ㄧㄈㄈ 一封封
ㄧㄈㄈ 一封封
ㄧㄐ 一將
ㄧㄐ 一將
ㄧㄐㄍㄔㄨㄍㄎ 一將功成萬骨枯
ㄧㄐㄍㄔㄨㄍㄎ 一將功成萬骨枯
ㄧㄐㄋㄑ 一將難求
ㄧㄐㄋㄑ 一將難求
ㄧㄗ 一尊
ㄧㄗ 一尊
ㄧㄉ 一對
ㄧㄉ 一對
ㄧㄉㄧ 一對一
ㄧㄉㄉ 一對多
ㄧㄉㄉ 一對多
ㄧㄉㄉ 一對對
ㄧㄉㄉ 一對對
ㄧㄒ 一小
ㄧㄒ 一小
ㄧㄒㄉ 一小堆
ㄧㄒㄉ 一小堆
ㄧㄒㄎ 一小塊
ㄧㄒㄎ 一小塊
ㄧㄒㄘ 一小撮
ㄧㄒㄘ 一小撮
ㄧㄒㄕ 一小時
